ema_fast,ema_slow,buy_signal,sell_signal,total_trades,win_rate,avg_win,avg_loss,profit_factor,max_drawdown,final_equity,pnl_percent
1,2,15093,15093,15092,33.3,0.892239,-0.463119,0.9617,34.1638,821.2854,-17.8715
1,3,12795,12795,12794,31.64,0.985246,-0.470237,0.97,25.7393,876.5247,-12.3475
1,4,11348,11348,11347,29.99,1.092655,-0.48221,0.9709,25.5291,888.5926,-11.1407
1,5,10294,10294,10293,28.49,1.189921,-0.487726,0.9719,23.1335,899.1834,-10.0817
1,6,9449,9449,9448,27.39,1.300459,-0.494525,0.9922,19.6065,973.6417,-2.6358
1,7,8743,8743,8742,26.45,1.403368,-0.49978,1.0098,17.6283,1031.4999,3.15
1,8,8159,8160,8159,25.92,1.488551,-0.505013,1.0316,17.4085,1096.4928,9.6493
1,9,7689,7690,7689,25.53,1.561614,-0.513491,1.0428,18.0634,1125.7156,12.5716
1,10,7282,7283,7282,25.05,1.638141,-0.525046,1.0429,18.1201,1122.7929,12.2793
1,11,6933,6934,6933,24.38,1.721583,-0.529982,1.0473,16.2927,1131.3084,13.1308
1,12,6577,6578,6577,24.33,1.786929,-0.540013,1.0638,17.0207,1171.4409,17.1441
1,13,6284,6285,6284,24.46,1.814865,-0.546959,1.0743,15.6371,1193.0314,19.3031
1,14,6028,6029,6028,24.27,1.877097,-0.553232,1.0874,14.4843,1220.6895,22.0689
1,15,5788,5789,5788,23.72,1.970775,-0.564337,1.086,14.3155,1214.3264,21.4326
1,16,5607,5607,5606,23.4,2.011987,-0.567417,1.0837,13.2118,1203.8048,20.3805
1,17,5430,5430,5429,22.86,2.082319,-0.5682,1.0865,12.3103,1205.6741,20.5674
1,18,5267,5267,5266,22.58,2.137739,-0.576653,1.0814,11.1418,1191.3333,19.1333
1,19,5110,5110,5109,22.31,2.192266,-0.577304,1.0907,13.1596,1207.8649,20.7865
1,20,4950,4950,4949,21.7,2.277476,-0.571032,1.1054,10.92,1233.2616,23.3262
1,21,4798,4798,4797,21.97,2.285791,-0.577533,1.1145,10.6468,1247.5189,24.7519
1,22,4712,4712,4711,21.82,2.293718,-0.573477,1.1164,10.1458,1245.8265,24.5826
1,23,4603,4603,4602,21.3,2.373643,-0.578013,1.1111,10.1465,1232.6083,23.2608
1,24,4500,4500,4499,21.18,2.395179,-0.579937,1.11,11.2023,1226.1484,22.6148
1,25,4391,4391,4390,20.91,2.446471,-0.589394,1.0975,11.7465,1199.4837,19.9484
1,26,4302,4302,4301,20.67,2.496421,-0.586504,1.109,12.5082,1218.1668,21.8167
1,27,4174,4174,4173,20.85,2.533525,-0.586027,1.1387,10.8568,1268.5183,26.8518
1,28,4099,4099,4098,20.52,2.609111,-0.590614,1.1407,11.1086,1270.6319,27.0632
1,29,4011,4011,4010,20.62,2.624033,-0.591727,1.1522,10.6931,1286.6069,28.6607
1,30,3920,3921,3920,20.54,2.664994,-0.58863,1.17,9.2244,1311.7392,31.1739
1,31,3863,3864,3863,20.63,2.655278,-0.592578,1.1648,9.401,1299.4129,29.9413
1,32,3765,3766,3765,20.56,2.710634,-0.607747,1.1542,11.1476,1280.2598,28.026
1,33,3683,3684,3683,20.58,2.731628,-0.613654,1.1536,11.0693,1275.6359,27.5636
1,34,3599,3600,3599,20.56,2.792971,-0.619747,1.1665,11.2083,1294.9425,29.4943
1,35,3531,3532,3531,20.28,2.866239,-0.617049,1.1815,10.2761,1315.2333,31.5233
1,36,3488,3489,3488,20.15,2.894638,-0.618755,1.1809,10.5389,1311.6989,31.1699
1,37,3411,3412,3411,19.94,2.96111,-0.621082,1.1871,10.5945,1317.381,31.7381
1,38,3353,3354,3353,20.19,2.957203,-0.617506,1.2116,9.2955,1349.5814,34.9581
1,39,3295,3296,3295,20.18,2.997958,-0.61577,1.231,9.2075,1374.1676,37.4168
1,40,3240,3241,3240,20.0,3.055166,-0.620104,1.2317,9.248,1372.4383,37.2438
1,41,3181,3182,3181,20.12,3.077923,-0.620635,1.2491,8.0851,1392.8385,39.2839
1,42,3154,3155,3154,19.72,3.163938,-0.62391,1.2458,8.6601,1388.2304,38.823
1,43,3109,3110,3109,20.01,3.169342,-0.629863,1.2585,8.5808,1404.8614,40.4861
1,44,3062,3063,3062,20.08,3.183298,-0.63096,1.268,8.2705,1413.7686,41.3769
1,45,3019,3020,3019,20.11,3.193829,-0.633572,1.2686,8.2951,1410.479,41.0479
1,46,2976,2977,2976,19.96,3.258092,-0.627183,1.2954,7.8394,1441.3565,44.1356
1,47,2948,2949,2948,19.74,3.29751,-0.628423,1.2908,7.9024,1432.3018,43.2302
1,48,2888,2889,2888,20.15,3.286915,-0.636658,1.303,7.6392,1444.8509,44.4851
1,49,2865,2866,2865,20.14,3.290789,-0.636141,1.3046,8.1509,1443.2944,44.3294
1,50,2837,2838,2837,20.16,3.313558,-0.643542,1.3003,8.8096,1437.732,43.7732
1,51,2781,2782,2781,20.32,3.334401,-0.638095,1.3323,7.1807,1469.9186,46.9919
1,52,2736,2737,2736,20.39,3.365529,-0.639087,1.3492,7.409,1486.0341,48.6034
1,53,2695,2696,2695,20.37,3.411659,-0.641982,1.3595,7.1483,1495.3076,49.5308
1,54,2675,2676,2675,20.15,3.441098,-0.652277,1.3312,7.1688,1461.488,46.1488
1,55,2658,2659,2658,20.43,3.392151,-0.650198,1.3394,7.2236,1466.7684,46.6768
1,56,2622,2623,2622,20.21,3.462177,-0.64375,1.3632,7.0155,1488.8732,48.8873
1,57,2592,2593,2592,19.95,3.508784,-0.649578,1.3459,7.3671,1466.1675,46.6168
1,58,2573,2574,2573,19.9,3.527863,-0.655376,1.3373,7.898,1455.536,45.5536
1,59,2522,2523,2522,19.87,3.607938,-0.657877,1.3595,7.6829,1478.007,47.8007
1,60,2500,2501,2500,19.88,3.610643,-0.669104,1.339,8.8028,1454.2735,45.4273
1,61,2468,2469,2468,19.77,3.673054,-0.664281,1.3628,8.3684,1477.1745,47.7174
1,62,2433,2434,2433,19.61,3.755124,-0.664959,1.3771,8.3078,1490.5341,49.0534
1,63,2416,2417,2416,19.54,3.780551,-0.666367,1.3775,7.9285,1489.0034,48.9003
1,64,2392,2393,2392,19.48,3.812767,-0.661519,1.3945,8.4541,1502.6635,50.2663
1,65,2358,2359,2358,19.76,3.779437,-0.667988,1.3936,8.0642,1497.3848,49.7385
1,66,2326,2327,2326,19.65,3.828639,-0.67273,1.3916,8.1005,1492.3548,49.2355
1,67,2295,2296,2295,19.43,3.912502,-0.673278,1.4017,8.0397,1500.0842,50.0084
1,68,2273,2274,2273,19.09,4.023521,-0.673179,1.4105,7.6716,1508.2314,50.8231
1,69,2246,2247,2246,18.97,4.095803,-0.672472,1.4256,6.7543,1520.9124,52.0912
1,70,2228,2229,2228,19.03,4.08777,-0.668117,1.438,6.9309,1527.932,52.7932
1,71,2212,2213,2212,18.99,4.117812,-0.671707,1.4368,7.0849,1525.7815,52.5781
1,72,2192,2193,2192,18.93,4.1581,-0.676378,1.4357,7.1365,1523.6875,52.3687
1,73,2171,2172,2171,19.07,4.151537,-0.678306,1.4422,7.0508,1526.9531,52.6953
1,74,2162,2163,2162,19.2,4.132151,-0.680417,1.4426,7.013,1526.1547,52.6155
1,75,2135,2136,2135,19.25,4.150298,-0.677131,1.4612,6.7489,1538.3982,53.8398
1,76,2105,2106,2105,19.14,4.243283,-0.685585,1.4655,6.5291,1543.177,54.3177
1,77,2095,2096,2095,19.09,4.258061,-0.68494,1.4671,6.2258,1542.2507,54.2251
1,78,2063,2064,2063,19.34,4.268741,-0.680778,1.5035,5.6131,1570.4124,57.0412
1,79,2059,2060,2059,19.18,4.302267,-0.680066,1.5017,5.5518,1567.7659,56.7766
1,80,2038,2039,2038,18.99,4.370734,-0.677008,1.5133,5.407,1573.734,57.3734
1,81,2015,2016,2015,18.81,4.446798,-0.681471,1.5117,5.3727,1570.4498,57.045
1,82,1992,1993,1992,18.88,4.44845,-0.681568,1.5186,5.3168,1571.2027,57.1203
1,83,1975,1976,1975,18.84,4.50949,-0.680049,1.5389,5.1363,1587.4123,58.7412
1,84,1956,1957,1956,18.76,4.543481,-0.68564,1.5305,5.3656,1577.9749,57.7975
1,85,1948,1949,1948,18.74,4.540251,-0.68081,1.5377,5.7021,1579.4699,57.947
1,86,1943,1944,1943,18.73,4.541947,-0.682301,1.5346,5.786,1575.915,57.5915
1,87,1928,1929,1928,18.83,4.550802,-0.687377,1.5356,5.7921,1576.1965,57.6196
1,88,1920,1921,1920,18.59,4.584855,-0.688553,1.5209,5.7614,1560.5845,56.0585
1,89,1900,1901,1900,18.79,4.548022,-0.685382,1.5353,5.981,1566.0992,56.6099
1,90,1901,1902,1901,18.67,4.567744,-0.684875,1.5315,6.0013,1562.7318,56.2732
1,91,1889,1890,1889,18.53,4.62546,-0.684324,1.5372,5.8531,1565.737,56.5737
1,92,1895,1896,1895,18.15,4.692872,-0.684923,1.5197,5.8298,1552.0326,55.2033
1,93,1871,1872,1871,18.17,4.729631,-0.684474,1.5345,5.9275,1560.1454,56.0145
1,94,1861,1862,1861,18.22,4.715951,-0.688879,1.5248,5.8453,1550.2334,55.0233
1,95,1848,1849,1848,18.4,4.689206,-0.683878,1.546,5.7199,1563.0425,56.3043
1,96,1830,1831,1830,18.47,4.714992,-0.683666,1.5624,5.5344,1573.6368,57.3637
1,97,1807,1808,1807,18.48,4.759302,-0.683948,1.5778,5.7559,1582.1522,58.2152
1,98,1790,1791,1790,18.49,4.79596,-0.687306,1.5831,5.8798,1584.683,58.4683
1,99,1784,1785,1784,18.22,4.856041,-0.689725,1.5683,5.9665,1571.905,57.1905
1,100,1779,1780,1779,18.16,4.84873,-0.686706,1.5664,5.7255,1566.2961,56.6296
2,3,9454,9454,9453,29.5,1.246253,-0.535831,0.9735,25.8451,905.5593,-9.4441
2,4,8282,8282,8281,28.51,1.402048,-0.559222,0.9999,18.9624,999.6388,-0.0361
2,5,7468,7468,7467,27.96,1.521194,-0.575054,1.0268,16.352,1083.0372,8.3037
2,6,6758,6759,6758,27.09,1.663759,-0.594414,1.0402,14.7755,1117.6672,11.7667
2,7,6276,6277,6276,26.5,1.766615,-0.60449,1.0536,13.3529,1149.3664,14.9366
2,8,5880,5881,5880,25.87,1.887756,-0.622185,1.0587,14.4999,1159.1728,15.9173
2,9,5503,5504,5503,25.62,1.998315,-0.642464,1.0718,13.2121,1188.6602,18.866
2,10,5179,5180,5179,25.37,2.085936,-0.660958,1.0732,11.9144,1186.9769,18.6977
2,11,4874,4875,4874,25.38,2.179573,-0.67633,1.0964,10.9115,1236.9971,23.6997
2,12,4633,4634,4633,25.36,2.252265,-0.68968,1.11,10.0104,1262.1889,26.2189
2,13,4414,4415,4414,25.46,2.333107,-0.707388,1.1275,9.7188,1296.5196,29.652
2,14,4233,4234,4233,25.02,2.410945,-0.718037,1.1206,9.3475,1274.8613,27.4861
2,15,4068,4069,4068,24.34,2.515311,-0.729276,1.1097,10.3307,1246.1768,24.6177
2,16,3943,3944,3943,24.19,2.545988,-0.733086,1.1085,11.3544,1237.6792,23.7679
2,17,3826,3827,3826,23.99,2.597013,-0.734617,1.116,11.3144,1247.7904,24.779
2,18,3727,3727,3726,23.62,2.64333,-0.733026,1.115,11.098,1239.937,23.9937
2,19,3608,3608,3607,23.54,2.703944,-0.734412,1.1334,10.3446,1270.1404,27.014
2,20,3522,3522,3521,23.06,2.76064,-0.736081,1.1242,11.4225,1247.5954,24.7595
2,21,3434,3434,3433,22.63,2.833201,-0.73958,1.1207,11.4121,1237.0741,23.7074
2,22,3374,3374,3373,22.27,2.899366,-0.737263,1.1264,10.0691,1244.3192,24.4319
2,23,3307,3307,3306,22.05,2.928403,-0.73516,1.1268,9.9342,1240.2991,24.0299
2,24,3215,3215,3214,21.97,2.99439,-0.735668,1.1458,9.0462,1268.985,26.8985
2,25,3134,3134,3133,22.12,3.030444,-0.743918,1.157,7.9203,1284.9383,28.4938
2,26,3052,3052,3051,22.19,3.043781,-0.749954,1.1574,8.8806,1280.2487,28.0249
2,27,2978,2978,2977,22.17,3.103194,-0.756077,1.1691,8.8605,1296.2781,29.6278
2,28,2904,2905,2904,22.21,3.145933,-0.75989,1.1821,9.8015,1312.5348,31.2535
2,29,2809,2810,2809,22.5,3.187344,-0.770216,1.2014,9.2496,1337.6417,33.7642
2,30,2757,2758,2757,22.38,3.252178,-0.773179,1.2127,9.2677,1351.9901,35.199
2,31,2683,2684,2683,22.21,3.338366,-0.777193,1.2267,9.5704,1367.6647,36.7665
2,32,2610,2611,2610,22.41,3.374273,-0.787752,1.2374,9.6443,1378.7509,37.8751
2,33,2549,2550,2549,22.44,3.422159,-0.793814,1.2473,9.1997,1388.1048,38.8105
2,34,2503,2504,2503,22.37,3.455338,-0.797599,1.2486,9.4586,1385.2552,38.5255
2,35,2459,2460,2459,22.45,3.488173,-0.797238,1.2665,9.0323,1405.1381,40.5138
2,36,2432,2433,2432,22.57,3.48695,-0.799415,1.2717,8.5733,1409.037,40.9037
2,37,2374,2375,2374,22.66,3.549871,-0.804983,1.2922,8.3588,1431.8821,43.1882
2,38,2349,2350,2349,22.65,3.555798,-0.808372,1.2879,8.2736,1422.8722,42.2872
2,39,2309,2310,2309,22.65,3.616314,-0.815206,1.299,8.3281,1435.3744,43.5374
2,40,2270,2271,2270,22.64,3.653238,-0.81404,1.3136,8.1397,1448.3103,44.831
2,41,2243,2244,2243,22.56,3.659965,-0.816654,1.3055,8.2609,1433.4143,43.3414
2,42,2215,2216,2215,22.21,3.746329,-0.818006,1.3078,7.5337,1433.7699,43.377
2,43,2185,2186,2185,22.01,3.813034,-0.817734,1.3162,8.0783,1440.6501,44.065
2,44,2150,2151,2150,22.09,3.829314,-0.815007,1.3324,7.4623,1453.7871,45.3787
2,45,2117,2118,2117,22.2,3.841367,-0.817092,1.3416,7.9224,1459.6916,45.9692
2,46,2073,2074,2073,22.14,3.915164,-0.823784,1.3516,8.334,1467.4727,46.7473
2,47,2038,2039,2038,22.37,3.936161,-0.832685,1.3625,8.2269,1477.5818,47.7582
2,48,2008,2009,2008,22.31,3.973886,-0.836197,1.3648,7.9003,1475.8342,47.5834
2,49,1976,1977,1976,22.42,4.009741,-0.846186,1.3702,7.8998,1479.9586,47.9959
2,50,1949,1950,1949,22.32,4.056597,-0.855154,1.3639,7.675,1470.7723,47.0772
2,51,1929,1930,1929,22.24,4.084437,-0.853079,1.3702,7.5296,1473.4576,47.3458
2,52,1908,1909,1908,22.38,4.099229,-0.847414,1.3956,6.7504,1496.1988,49.6199
2,53,1885,1886,1885,22.28,4.173009,-0.8569,1.3961,6.9855,1497.3052,49.7305
2,54,1875,1876,1875,22.24,4.184627,-0.865561,1.3827,7.7167,1483.0013,48.3001
2,55,1841,1842,1841,22.43,4.224541,-0.870065,1.4043,7.352,1502.2822,50.2282
2,56,1833,1834,1833,22.37,4.242063,-0.877319,1.3932,8.0453,1490.8207,49.0821
2,57,1814,1815,1814,21.78,4.403921,-0.869203,1.4104,7.4566,1506.1504,50.615
2,58,1793,1794,1793,21.42,4.496181,-0.871046,1.4068,7.6711,1499.2295,49.9229
2,59,1773,1774,1773,21.15,4.574925,-0.867306,1.4149,7.7751,1503.1023,50.3102
2,60,1767,1768,1767,21.05,4.587461,-0.856936,1.4276,6.9784,1511.1096,51.111
2,61,1742,1743,1742,21.18,4.60519,-0.86037,1.4385,7.1809,1518.0272,51.8027
2,62,1704,1705,1704,21.07,4.704736,-0.871865,1.4403,7.3017,1516.3422,51.6342
2,63,1692,1693,1692,21.1,4.697048,-0.87512,1.4353,7.5136,1508.5608,50.8561
2,64,1678,1679,1678,20.98,4.753287,-0.876866,1.439,7.1389,1510.4327,51.0433
2,65,1649,1650,1649,20.98,4.822925,-0.881839,1.4523,7.0968,1519.696,51.9696
2,66,1644,1645,1644,20.8,4.875974,-0.883172,1.4502,7.4863,1517.6926,51.7693
2,67,1625,1626,1625,20.55,4.970336,-0.885372,1.4524,7.0871,1517.0772,51.7077
2,68,1608,1609,1608,20.52,5.031321,-0.893373,1.4542,6.7812,1518.6058,51.8606
2,69,1602,1603,1602,20.41,5.044842,-0.88892,1.4555,6.3238,1516.2905,51.6291
2,70,1590,1591,1590,20.38,5.072814,-0.879752,1.4757,5.6322,1529.8259,52.9826
2,71,1580,1581,1580,20.06,5.180682,-0.878651,1.4799,5.5728,1532.5405,53.2541
2,72,1560,1561,1560,20.0,5.246493,-0.878912,1.4923,5.5854,1540.024,54.0024
2,73,1548,1549,1548,20.16,5.200506,-0.884236,1.4846,5.9526,1529.6418,52.9642
2,74,1539,1540,1539,20.08,5.238491,-0.889296,1.4798,6.1606,1524.8601,52.486
2,75,1521,1522,1521,20.18,5.233007,-0.883662,1.4976,5.9266,1533.768,53.3768
2,76,1511,1512,1511,20.25,5.23439,-0.884766,1.5024,5.4293,1535.5802,53.558
2,77,1494,1495,1494,20.35,5.228489,-0.889606,1.5014,5.5116,1530.8296,53.083
2,78,1483,1484,1483,20.43,5.282047,-0.90002,1.507,5.552,1538.437,53.8437
2,79,1475,1476,1475,20.27,5.343986,-0.89741,1.514,5.9804,1542.4976,54.2498
2,80,1458,1459,1458,20.51,5.309363,-0.887836,1.5428,6.0228,1558.4973,55.8497
2,81,1436,1437,1436,20.47,5.408278,-0.882083,1.5785,6.0621,1582.695,58.2695
2,82,1427,1428,1427,20.46,5.436875,-0.885184,1.5802,5.9875,1582.8833,58.2883
2,83,1418,1419,1418,20.73,5.365353,-0.879658,1.5954,6.1316,1588.6777,58.8678
2,84,1407,1408,1407,20.54,5.459067,-0.882528,1.599,6.3138,1591.0046,59.1005
2,85,1394,1395,1394,20.37,5.498732,-0.879038,1.6005,6.2286,1585.9072,58.5907
2,86,1371,1372,1371,20.79,5.469888,-0.890608,1.6118,6.0429,1591.7178,59.1718
2,87,1350,1351,1350,20.81,5.519369,-0.890263,1.6297,6.0387,1599.2512,59.9251
2,88,1341,1342,1341,21.03,5.480701,-0.902209,1.6176,6.1174,1590.1182,59.0118
2,89,1329,1330,1329,20.84,5.540895,-0.89833,1.6241,6.0066,1589.7852,58.9785
2,90,1326,1327,1326,20.89,5.484409,-0.897576,1.6135,5.9364,1577.6239,57.7624
2,91,1307,1308,1307,20.43,5.675568,-0.915113,1.5923,5.7386,1563.659,56.3659
2,92,1308,1309,1308,19.95,5.773658,-0.908135,1.5849,5.9619,1556.1078,55.6108
2,93,1287,1288,1287,20.36,5.724696,-0.91387,1.6012,5.9497,1563.1542,56.3154
2,94,1290,1291,1290,20.08,5.755777,-0.905468,1.5969,6.0725,1557.2093,55.7209
2,95,1280,1281,1280,19.84,5.839243,-0.910327,1.588,6.1192,1549.172,54.9172
2,96,1273,1274,1273,19.8,5.82727,-0.920347,1.5627,6.3216,1528.798,52.8798
2,97,1270,1271,1270,19.84,5.815932,-0.910241,1.5817,6.1962,1538.9893,53.8989
2,98,1253,1254,1253,20.27,5.75863,-0.917286,1.5962,6.0813,1546.323,54.6323
2,99,1253,1254,1253,19.95,5.844455,-0.913947,1.5939,6.1098,1544.4247,54.4425
2,100,1249,1250,1249,19.7,5.934598,-0.917267,1.5868,6.1687,1539.8927,53.9893
3,4,6816,6816,6815,28.19,1.612588,-0.613047,1.0325,15.4023,1097.5287,9.7529
3,5,6059,6060,6059,27.71,1.768402,-0.640697,1.058,12.3393,1162.8937,16.2894
3,6,5542,5543,5542,27.12,1.911316,-0.666252,1.0675,10.3018,1181.7168,18.1717
3,7,5134,5135,5134,27.04,2.016471,-0.689572,1.0835,10.5526,1215.7236,21.5724
3,8,4775,4776,4775,26.74,2.146568,-0.717044,1.0932,12.6808,1233.665,23.3665
3,9,4456,4457,4456,27.04,2.223006,-0.734531,1.1221,11.147,1291.4976,29.1498
3,10,4196,4197,4196,26.64,2.34575,-0.753845,1.131,10.3419,1303.7215,30.3722
3,11,3985,3986,3985,26.3,2.437714,-0.776016,1.1221,10.8192,1277.893,27.7893
3,12,3788,3789,3788,26.21,2.510666,-0.792401,1.1265,9.6959,1279.9148,27.9915
3,13,3629,3630,3629,25.79,2.572087,-0.79805,1.1206,11.9479,1259.1226,25.9123
3,14,3457,3458,3457,25.63,2.66196,-0.817139,1.1226,12.1993,1257.6327,25.7633
3,15,3304,3305,3304,25.48,2.760071,-0.826478,1.1421,10.5159,1289.1908,28.9191
3,16,3218,3219,3218,25.23,2.813732,-0.825583,1.1502,10.5424,1298.3981,29.8398
3,17,3131,3132,3131,24.78,2.880046,-0.837071,1.1337,10.5945,1263.6132,26.3613
3,18,3064,3065,3064,24.31,2.923981,-0.83329,1.1278,11.6266,1246.8,24.68
3,19,2955,2956,2955,24.33,2.969474,-0.841274,1.1355,10.5074,1254.8048,25.4805
3,20,2897,2897,2896,24.1,3.047446,-0.847491,1.1424,11.2741,1265.1794,26.5179
3,21,2830,2830,2829,24.0,3.062002,-0.84686,1.1419,10.6405,1258.3508,25.8351
3,22,2756,2756,2755,24.1,3.093443,-0.851845,1.1532,9.8516,1272.8393,27.2839
3,23,2673,2673,2672,23.65,3.208493,-0.852035,1.1666,9.4027,1289.6169,28.9617
3,24,2612,2612,2611,23.75,3.241456,-0.859908,1.1738,9.7864,1297.6249,29.7625
3,25,2552,2552,2551,23.76,3.304066,-0.86993,1.1834,9.6183,1310.2502,31.025
3,26,2486,2486,2485,23.74,3.394095,-0.885377,1.1935,9.9796,1324.7266,32.4727
3,27,2423,2424,2423,23.9,3.428799,-0.881122,1.2219,9.2015,1360.485,36.0485
3,28,2366,2367,2366,23.92,3.477067,-0.895739,1.2206,10.4469,1355.6889,35.5689
3,29,2298,2299,2298,24.11,3.5209,-0.907906,1.2319,10.4581,1367.19,36.719
3,30,2237,2238,2237,24.14,3.58044,-0.91499,1.2452,9.998,1380.6989,38.0699
3,31,2175,2176,2175,24.6,3.575077,-0.91858,1.2696,8.4353,1406.1945,40.6194
3,32,2148,2149,2148,24.72,3.562424,-0.926229,1.263,8.5428,1393.9346,39.3935
3,33,2104,2105,2104,24.71,3.605768,-0.926376,1.2778,7.772,1407.6195,40.762
3,34,2064,2065,2064,24.71,3.66791,-0.923981,1.3028,7.3195,1434.7669,43.4767
3,35,2028,2029,2028,24.65,3.732123,-0.920547,1.3267,7.2768,1459.4664,45.9466
3,36,1989,1990,1989,24.69,3.780368,-0.923641,1.3415,7.2087,1472.5463,47.2546
3,37,1964,1965,1964,24.44,3.826103,-0.91945,1.346,6.2034,1472.0655,47.2066
3,38,1939,1940,1939,23.98,3.90497,-0.923964,1.3333,6.6776,1453.8875,45.3887
3,39,1919,1920,1919,23.45,4.009366,-0.923142,1.3304,6.4128,1448.1189,44.8119
3,40,1878,1879,1878,23.8,4.020406,-0.929065,1.3517,6.2857,1467.6293,46.7629
3,41,1851,1852,1851,23.88,4.035547,-0.937515,1.3503,6.059,1462.7531,46.2753
3,42,1824,1825,1824,23.9,4.067713,-0.940922,1.358,6.2162,1467.523,46.7523
3,43,1800,1801,1800,23.61,4.145201,-0.933401,1.3727,5.5725,1478.2838,47.8284
3,44,1756,1757,1756,23.8,4.21108,-0.959366,1.3713,5.6459,1476.6,47.66
3,45,1735,1736,1735,24.09,4.175189,-0.959502,1.3811,5.4884,1481.565,48.1565
3,46,1693,1694,1693,24.16,4.242161,-0.966779,1.3977,5.4266,1493.6996,49.37
3,47,1674,1675,1674,23.89,4.33121,-0.968483,1.4041,5.3324,1498.6372,49.8637
3,48,1655,1656,1655,23.93,4.365076,-0.975055,1.4081,5.3502,1500.9764,50.0976
3,49,1634,1635,1634,23.81,4.411744,-0.991074,1.3909,5.7644,1482.281,48.2281
3,50,1618,1619,1618,23.61,4.493198,-0.997789,1.3918,6.1601,1483.1344,48.3134
3,51,1600,1601,1600,23.69,4.509104,-1.004303,1.3936,5.7784,1482.6966,48.2697
3,52,1574,1575,1574,23.57,4.592922,-1.00438,1.4103,5.4045,1495.7057,49.5706
3,53,1553,1554,1553,23.63,4.62597,-1.011113,1.4157,5.7641,1498.5509,49.8551
3,54,1534,1535,1534,23.34,4.72217,-1.008701,1.4251,5.9273,1504.304,50.4304
3,55,1527,1528,1527,22.99,4.781847,-1.000418,1.4266,5.8504,1501.9367,50.1937
3,56,1524,1525,1524,22.77,4.826838,-0.998606,1.425,6.2824,1499.5538,49.9554
3,57,1504,1505,1504,22.34,4.942032,-1.007749,1.4107,7.0721,1483.4719,48.3472
3,58,1471,1472,1471,22.43,4.998531,-1.01017,1.4311,7.4705,1496.9108,49.6911
3,59,1455,1456,1455,21.99,5.111407,-1.005345,1.4334,7.3121,1494.5832,49.4583
3,60,1435,1436,1435,21.67,5.263942,-0.996883,1.461,6.6152,1516.5897,51.659
3,61,1411,1412,1411,21.62,5.343328,-1.00589,1.4649,6.6016,1517.2007,51.7201
3,62,1398,1399,1398,21.53,5.389543,-1.009443,1.465,6.5549,1514.8932,51.4893
3,63,1385,1386,1385,21.81,5.38028,-1.004656,1.4934,5.6794,1536.8025,53.6803
3,64,1379,1380,1379,21.61,5.468173,-1.012282,1.4891,5.2297,1535.2384,53.5238
3,65,1378,1379,1378,21.7,5.43482,-1.012506,1.4874,5.0225,1532.5173,53.2517
3,66,1379,1380,1379,21.61,5.440434,-1.012418,1.4814,5.5917,1526.826,52.6826
3,67,1357,1358,1357,21.59,5.530735,-1.030666,1.4777,5.8836,1523.8771,52.3877
3,68,1331,1332,1331,21.56,5.605531,-1.036705,1.4864,6.1732,1526.4678,52.6468
3,69,1323,1324,1323,21.24,5.729695,-1.019972,1.5149,6.1664,1547.2334,54.7233
3,70,1309,1310,1309,21.16,5.768291,-1.018753,1.5198,6.0386,1546.4632,54.6463
3,71,1298,1299,1298,21.34,5.751233,-1.024786,1.5226,6.0703,1546.785,54.6785
3,72,1281,1282,1281,21.62,5.757752,-1.028953,1.5438,5.3918,1561.8284,56.1828
3,73,1272,1273,1272,21.7,5.72494,-1.030726,1.5391,5.3203,1553.4798,55.348
3,74,1252,1253,1252,21.96,5.705662,-1.018244,1.5772,5.1199,1574.2326,57.4233
3,75,1243,1244,1243,21.96,5.73787,-1.012104,1.5956,5.1446,1584.6977,58.4698
3,76,1239,1240,1239,21.87,5.718371,-1.006526,1.5905,5.3943,1575.3609,57.5361
3,77,1225,1226,1225,22.2,5.685333,-1.01821,1.5937,5.3715,1576.0569,57.6057
3,78,1215,1216,1215,22.22,5.714394,-1.01035,1.616,5.2798,1588.106,58.8106
3,79,1200,1201,1200,22.42,5.695905,-1.013992,1.623,5.3051,1588.1718,58.8172
3,80,1191,1192,1191,22.33,5.695701,-1.016914,1.6107,5.5706,1574.4112,57.4411
3,81,1172,1173,1172,22.44,5.755278,-1.020172,1.6322,5.6071,1586.3017,58.6302
3,82,1155,1156,1155,22.51,5.8177,-1.036162,1.6311,6.0085,1585.2372,58.5237
3,83,1151,1152,1151,22.24,5.855829,-1.037218,1.6149,6.0368,1570.7825,57.0782
3,84,1131,1132,1131,22.63,5.828201,-1.048599,1.6261,6.0196,1574.4957,57.4496
3,85,1113,1114,1113,22.73,5.870903,-1.06114,1.6276,6.236,1572.7585,57.2759
3,86,1105,1106,1105,22.71,5.923577,-1.068695,1.6291,6.2037,1574.1521,57.4152
3,87,1092,1093,1092,22.53,6.038965,-1.069618,1.6417,6.3068,1580.6885,58.0689
3,88,1103,1104,1103,22.12,6.073178,-1.057876,1.6307,6.4111,1573.1399,57.314
3,89,1093,1094,1093,22.14,6.077433,-1.06874,1.6171,6.1944,1561.2414,56.1241
3,90,1080,1081,1080,22.13,6.106107,-1.066321,1.6273,6.012,1562.5836,56.2584
3,91,1086,1087,1086,21.64,6.155757,-1.069854,1.5889,6.3113,1536.1572,53.6157
3,92,1069,1070,1069,21.8,6.192492,-1.062918,1.6237,6.0495,1554.2514,55.4251
