ema_fast,ema_slow,buy_signal,sell_signal,total_trades,win_rate,avg_win,avg_loss,profit_factor,max_drawdown,final_equity,pnl_percent
9,93,639,640,639,26.92,7.51973,-1.521127,1.8207,4.205,1583.027,58.3027
9,94,641,642,641,26.68,7.554986,-1.515723,1.8135,4.1884,1579.5131,57.9513
9,95,642,643,642,26.48,7.572338,-1.500829,1.8172,4.2185,1578.9062,57.8906
9,96,633,634,633,26.86,7.594166,-1.525272,1.8281,4.3026,1584.8073,58.4807
9,97,631,632,631,27.1,7.532631,-1.521955,1.8399,4.4352,1587.9804,58.798
9,98,630,631,630,26.83,7.55844,-1.499998,1.8473,4.5673,1585.8774,58.5877
9,99,632,633,632,26.74,7.552344,-1.518254,1.8157,4.8153,1573.3947,57.3395
9,100,627,628,627,26.79,7.581996,-1.557546,1.7817,4.9455,1558.8619,55.8862
10,11,2163,2164,2163,28.94,3.193666,-1.046847,1.2425,7.0193,1390.231,39.0231
10,12,2079,2079,2078,28.59,3.31904,-1.066447,1.2457,7.2183,1388.9028,38.8903
10,13,1974,1974,1973,28.59,3.390633,-1.086682,1.249,6.4171,1381.1819,38.1182
10,14,1881,1881,1880,28.99,3.487199,-1.112135,1.2801,6.2421,1415.8234,41.5823
10,15,1822,1822,1821,29.16,3.521026,-1.139485,1.2719,6.556,1399.7298,39.973
10,16,1773,1773,1772,28.84,3.625637,-1.141108,1.2875,6.0095,1413.764,41.3764
10,17,1719,1719,1718,28.7,3.729255,-1.151877,1.3029,6.0877,1427.4733,42.7473
10,18,1661,1661,1660,28.43,3.843453,-1.168945,1.3063,6.1185,1425.403,42.5403
10,19,1607,1607,1606,28.08,3.99717,-1.18117,1.3214,6.9554,1438.4722,43.8472
10,20,1558,1558,1557,28.64,3.999227,-1.210486,1.3263,7.7406,1438.8052,43.8805
10,21,1531,1531,1530,28.24,4.09335,-1.215396,1.3251,7.4728,1433.823,43.3823
10,22,1506,1506,1505,28.24,4.097478,-1.22574,1.3155,7.4292,1417.6288,41.7629
10,23,1466,1466,1465,28.12,4.190454,-1.229648,1.3334,7.3211,1431.6482,43.1648
10,24,1426,1426,1425,28.77,4.220979,-1.26147,1.3516,6.6777,1450.209,45.0209
10,25,1394,1394,1393,27.93,4.398867,-1.242789,1.3714,6.3215,1463.3986,46.3399
10,26,1359,1359,1358,28.5,4.380147,-1.252802,1.3935,5.99,1478.6458,47.8646
10,27,1324,1324,1323,28.27,4.5194,-1.252859,1.4216,5.5434,1501.2921,50.1292
10,28,1291,1291,1290,28.53,4.56761,-1.275732,1.429,5.1968,1504.6553,50.4655
10,29,1259,1259,1258,29.25,4.528577,-1.301922,1.4383,5.0873,1507.8055,50.7805
10,30,1231,1231,1230,28.86,4.681808,-1.311271,1.4486,5.4433,1514.6795,51.468
10,31,1219,1219,1218,28.49,4.773162,-1.323927,1.4363,6.0905,1503.1467,50.3147
10,32,1191,1192,1191,28.63,4.845941,-1.3434,1.4471,5.9967,1510.5755,51.0576
10,33,1163,1164,1163,28.8,4.919683,-1.356268,1.4676,5.7881,1525.1037,52.5104
10,34,1145,1146,1145,28.73,4.968567,-1.381428,1.4501,5.7975,1507.4133,50.7413
10,35,1116,1117,1116,28.67,5.0787,-1.398735,1.4597,5.705,1511.791,51.1791
10,36,1099,1100,1099,28.3,5.190928,-1.412386,1.4505,5.7293,1501.4184,50.1418
10,37,1079,1080,1079,27.9,5.367321,-1.425673,1.4565,5.7698,1506.3899,50.639
10,38,1054,1055,1054,28.75,5.338018,-1.460913,1.4742,6.0338,1520.2739,52.0274
10,39,1043,1044,1043,28.28,5.447519,-1.475214,1.4563,6.052,1503.5583,50.3558
10,40,1015,1016,1015,28.37,5.547563,-1.481838,1.4831,5.7635,1520.4022,52.0402
10,41,1010,1011,1010,28.22,5.564238,-1.48767,1.4703,5.9566,1507.2471,50.7247
10,42,1003,1004,1003,28.02,5.597796,-1.495182,1.4571,6.0234,1493.4593,49.3459
10,43,998,999,998,27.86,5.651034,-1.499791,1.4548,6.2715,1491.1379,49.1138
10,44,979,980,979,27.68,5.802455,-1.488972,1.4916,6.143,1518.2731,51.8273
10,45,959,960,959,27.74,5.857027,-1.496566,1.5022,6.1986,1520.849,52.0849
10,46,953,954,953,27.39,5.964295,-1.50227,1.4974,5.8525,1517.1099,51.711
10,47,938,939,938,26.97,6.187706,-1.484638,1.5394,5.862,1548.5129,54.8513
10,48,929,930,929,26.91,6.214153,-1.479586,1.5464,5.592,1548.8992,54.8899
10,49,917,918,917,26.94,6.309316,-1.480355,1.5712,5.4251,1566.5633,56.6563
10,50,910,911,910,27.03,6.25469,-1.476126,1.5698,5.4244,1558.5059,55.8506
10,51,892,893,892,27.02,6.345864,-1.504035,1.562,5.5256,1550.2262,55.0226
10,52,881,882,881,26.9,6.398548,-1.515173,1.5541,5.7571,1540.6844,54.0684
10,53,882,883,882,27.21,6.310714,-1.511614,1.5607,5.6169,1544.1151,54.4115
10,54,866,867,866,27.48,6.334163,-1.52714,1.5719,5.5114,1548.4869,54.8487
10,55,854,855,854,27.52,6.364001,-1.549213,1.5595,5.7745,1536.5774,53.6577
10,56,838,839,838,27.33,6.489986,-1.527999,1.5971,5.2186,1555.655,55.5655
10,57,825,826,825,27.64,6.491785,-1.519728,1.6314,5.0693,1572.8493,57.2849
10,58,813,814,813,27.55,6.565151,-1.527894,1.6341,5.0469,1570.6644,57.0664
10,59,803,804,803,27.77,6.57186,-1.540858,1.6398,5.0574,1571.8272,57.1827
10,60,794,795,794,28.09,6.551098,-1.544081,1.657,4.8636,1579.2245,57.9224
10,61,784,785,784,28.06,6.621226,-1.567439,1.6478,4.8203,1572.6343,57.2634
10,62,777,778,777,27.54,6.750683,-1.564779,1.6398,4.9078,1563.6754,56.3675
10,63,773,774,773,27.43,6.804111,-1.561521,1.6466,4.7352,1566.4584,56.6458
10,64,770,771,770,26.88,6.882625,-1.533982,1.6497,4.7402,1561.0715,56.1072
10,65,763,764,763,27.13,6.880683,-1.53174,1.6724,4.5648,1572.6542,57.2654
10,66,755,756,755,26.62,7.032967,-1.516396,1.6827,4.4766,1573.543,57.3543
10,67,745,746,745,27.11,6.937913,-1.531689,1.685,4.4921,1569.7516,56.9752
10,68,739,740,739,26.93,7.006825,-1.539324,1.6775,4.5428,1563.1234,56.3123
10,69,740,741,740,26.89,6.970731,-1.523054,1.6835,4.6218,1563.203,56.3203
10,70,734,735,734,26.84,7.000351,-1.514253,1.696,4.3341,1565.9155,56.5916
10,71,718,719,718,27.02,7.054728,-1.534893,1.7017,4.3079,1564.3333,56.4333
10,72,715,716,715,26.99,7.043672,-1.541059,1.6899,4.1996,1554.996,55.4996
10,73,714,715,714,26.89,7.052194,-1.523043,1.7031,4.2185,1558.9929,55.8993
10,74,705,706,705,26.81,7.128423,-1.521764,1.7158,4.4434,1562.0416,56.2042
10,75,703,704,703,27.03,7.07346,-1.533486,1.7084,4.4617,1557.2788,55.7279
10,76,688,689,688,27.91,6.937928,-1.533244,1.7516,4.2155,1571.5933,57.1593
10,77,682,683,682,28.01,6.925382,-1.541332,1.7478,4.0934,1565.954,56.5954
10,78,670,671,670,28.51,6.895854,-1.580009,1.7403,4.1476,1560.284,56.0284
10,79,660,661,660,28.79,6.942123,-1.60339,1.7503,4.1963,1565.41,56.541
10,80,656,657,656,28.96,6.959248,-1.608785,1.7637,4.3779,1572.5634,57.2563
10,81,648,649,648,28.86,7.02293,-1.597358,1.7834,4.1286,1576.9058,57.6906
10,82,644,645,644,28.88,7.089446,-1.593506,1.8068,3.9718,1588.8112,58.8811
10,83,640,641,640,28.91,7.08003,-1.606845,1.7915,4.384,1578.6912,57.8691
10,84,641,642,641,29.02,7.041283,-1.596758,1.8027,4.7869,1583.1535,58.3153
10,85,641,642,641,28.71,7.147715,-1.595812,1.8034,4.6852,1585.8935,58.5893
10,86,636,637,636,28.77,7.15123,-1.579047,1.8295,4.5378,1593.3666,59.3367
10,87,628,629,628,28.5,7.245324,-1.562952,1.8481,4.451,1595.1475,59.5148
10,88,632,633,632,27.69,7.382241,-1.548713,1.8253,4.3349,1584.1303,58.413
10,89,624,625,624,27.88,7.408873,-1.560534,1.8358,4.4109,1586.9035,58.6904
10,90,619,620,619,27.95,7.435029,-1.553937,1.8559,4.3288,1593.2043,59.3204
10,91,618,619,618,27.99,7.471689,-1.553293,1.87,4.2534,1601.387,60.1387
10,92,622,623,622,27.49,7.570525,-1.53539,1.8695,4.3326,1602.0987,60.2099
10,93,616,617,616,27.44,7.609168,-1.543098,1.8643,4.5286,1596.1847,59.6185
10,94,609,610,609,27.91,7.531363,-1.566467,1.8618,4.5429,1592.6529,59.2653
10,95,604,605,604,27.81,7.562978,-1.564826,1.8623,4.5267,1588.3163,58.8316
10,96,606,607,606,28.05,7.457118,-1.57185,1.8498,4.7324,1582.3835,58.2383
10,97,607,608,607,27.35,7.618067,-1.57138,1.8249,4.9445,1571.6204,57.162
10,98,605,606,605,26.78,7.81576,-1.568456,1.8223,4.8966,1571.3272,57.1327
10,99,597,598,597,26.8,7.867443,-1.574181,1.8299,5.0635,1570.8735,57.0874
10,100,593,594,593,27.15,7.837342,-1.609887,1.8143,5.1967,1566.3408,56.6341
11,12,1962,1962,1961,28.66,3.391704,-1.096998,1.242,6.7783,1371.4369,37.1437
11,13,1862,1862,1861,29.29,3.46007,-1.127851,1.2705,6.5024,1401.486,40.1486
11,14,1800,1800,1799,29.18,3.550617,-1.148071,1.2745,6.4236,1401.431,40.1431
11,15,1743,1743,1742,28.99,3.661036,-1.157956,1.2907,5.7847,1416.4322,41.6432
11,16,1692,1692,1691,28.68,3.781562,-1.165022,1.3054,6.1941,1429.0412,42.9041
11,17,1622,1622,1621,28.69,3.871912,-1.179417,1.3205,6.7325,1437.0335,43.7033
11,18,1566,1566,1565,28.5,4.011037,-1.203123,1.3288,7.0844,1442.6275,44.2628
11,19,1518,1518,1517,28.68,4.09936,-1.22783,1.3423,7.4331,1454.7096,45.471
11,20,1486,1486,1485,28.82,4.090112,-1.242375,1.3331,7.3507,1437.3781,43.7378
11,21,1464,1464,1463,28.43,4.159804,-1.245454,1.3271,7.5835,1426.4879,42.6488
11,22,1428,1428,1427,28.8,4.195894,-1.253621,1.354,6.7749,1450.8337,45.0834
11,23,1380,1380,1379,29.01,4.2703,-1.270666,1.3731,6.2886,1464.1383,46.4138
11,24,1360,1360,1359,28.55,4.39683,-1.264067,1.3899,6.0368,1478.5614,47.8561
11,25,1322,1322,1321,28.84,4.440036,-1.264496,1.4232,5.9466,1503.0273,50.3027
11,26,1293,1293,1292,28.79,4.524536,-1.282845,1.4261,5.1416,1502.9102,50.291
11,27,1254,1254,1253,29.21,4.562679,-1.312043,1.4349,5.0913,1506.1586,50.6159
11,28,1231,1231,1230,29.59,4.567754,-1.330991,1.4425,5.2317,1510.0245,51.0025
11,29,1198,1198,1197,29.41,4.725916,-1.342798,1.4661,5.3471,1528.8577,52.8858
11,30,1181,1181,1180,28.9,4.866404,-1.366512,1.4474,5.8468,1512.9401,51.294
11,31,1149,1149,1148,29.44,4.864267,-1.393823,1.4563,5.8171,1515.1254,51.5125
11,32,1129,1130,1129,28.52,5.063229,-1.387559,1.456,5.5279,1510.5996,51.06
11,33,1107,1108,1107,28.27,5.213266,-1.397132,1.4709,5.3861,1522.4296,52.243
11,34,1084,1085,1084,28.69,5.187906,-1.430212,1.4594,5.3982,1507.8846,50.7885
11,35,1060,1061,1060,28.68,5.32796,-1.45588,1.4716,5.4056,1519.0546,51.9055
11,36,1046,1047,1046,29.16,5.331638,-1.462116,1.5009,5.7557,1542.7214,54.2721
11,37,1032,1033,1032,28.97,5.364566,-1.479512,1.4791,6.0627,1519.5233,51.9523
11,38,996,997,996,29.02,5.526068,-1.529852,1.4765,5.8307,1515.4283,51.5428
11,39,979,980,979,29.01,5.588973,-1.542481,1.4806,5.4708,1515.2437,51.5244
11,40,980,981,980,28.16,5.659228,-1.5444,1.4366,6.0107,1474.6893,47.4689
11,41,966,967,966,28.36,5.695862,-1.547369,1.4575,6.3355,1489.8867,48.9887
11,42,961,962,961,28.41,5.677825,-1.544237,1.459,6.0608,1487.6114,48.7611
11,43,945,946,945,28.47,5.781229,-1.527327,1.5062,5.768,1522.6779,52.2678
11,44,937,938,937,28.28,5.829208,-1.529926,1.5025,5.6048,1516.63,51.663
11,45,916,917,916,27.73,6.111995,-1.516271,1.5466,5.1746,1548.6753,54.8675
11,46,908,909,908,27.53,6.222123,-1.536142,1.5389,5.2406,1544.7492,54.4749
11,47,906,907,906,27.37,6.206579,-1.522043,1.5369,5.2797,1537.7272,53.7727
11,48,893,894,893,27.21,6.301133,-1.516518,1.5533,4.9522,1545.4386,54.5439
11,49,880,881,880,27.39,6.321953,-1.533374,1.555,5.317,1543.7645,54.3765
11,50,870,871,870,27.36,6.388633,-1.538379,1.5639,5.4428,1548.2395,54.8239
11,51,859,860,859,27.36,6.438783,-1.548637,1.5658,5.271,1546.7647,54.6765
11,52,852,853,852,27.46,6.415584,-1.552104,1.5651,5.3843,1542.0464,54.2046
11,53,839,840,839,27.89,6.363491,-1.564738,1.5729,5.6682,1542.3905,54.2391
11,54,824,825,824,27.79,6.470056,-1.580609,1.5754,5.9132,1541.1807,54.1181
11,55,807,808,807,27.51,6.620499,-1.565091,1.6053,5.1744,1554.1722,55.4172
11,56,806,807,806,26.67,6.801268,-1.519271,1.6286,5.1751,1564.3831,56.4383
11,57,791,792,791,27.05,6.841174,-1.552523,1.6343,5.0281,1568.2052,56.8205
11,58,780,781,780,27.44,6.77534,-1.573541,1.628,5.12,1559.2984,55.9298
11,59,769,770,769,27.83,6.720579,-1.570097,1.6504,5.051,1566.8001,56.68
11,60,756,757,756,28.44,6.677032,-1.592737,1.666,4.8692,1573.8911,57.3891
11,61,756,757,756,27.78,6.862387,-1.574597,1.6762,4.7225,1581.3714,58.1371
11,62,744,745,744,28.23,6.808564,-1.579375,1.6953,4.5485,1586.412,58.6412
11,63,727,728,727,28.2,6.905717,-1.578583,1.718,4.3088,1591.6518,59.1652
11,64,724,725,724,28.04,6.900285,-1.555589,1.7283,4.1102,1590.2958,59.0296
11,65,723,724,723,27.66,6.998546,-1.556854,1.719,4.3856,1585.4747,58.5475
11,66,715,716,715,27.55,7.069775,-1.548174,1.7367,4.4508,1590.7916,59.0792
11,67,710,711,710,27.61,7.064872,-1.546673,1.7418,3.941,1589.7248,58.9725
11,68,703,704,703,27.45,7.133798,-1.552717,1.7387,3.9576,1584.9375,58.4937
11,69,702,703,702,27.49,7.116792,-1.568638,1.7203,4.0964,1575.1043,57.5104
11,70,699,700,699,27.32,7.132337,-1.583368,1.6936,4.093,1557.9252,55.7925
11,71,686,687,686,27.55,7.14074,-1.581557,1.717,4.0877,1563.5663,56.3566
11,72,673,674,673,28.23,7.13395,-1.580043,1.7761,4.0813,1592.2896,59.229
11,73,670,671,670,27.91,7.166031,-1.583759,1.7518,4.2073,1575.0922,57.5092
11,74,666,667,666,28.38,7.007692,-1.598078,1.7375,4.3332,1562.1707,56.2171
11,75,660,661,660,28.79,6.955891,-1.620787,1.7349,4.1778,1559.8492,55.9849
11,76,651,652,651,29.34,6.881322,-1.64589,1.736,4.4026,1557.223,55.7223
11,77,651,652,651,29.49,6.8267,-1.620415,1.7623,4.176,1566.9558,56.6956
11,78,643,644,643,29.39,6.972077,-1.627533,1.7834,4.0852,1578.8228,57.8823
11,79,637,638,637,29.2,7.078849,-1.628928,1.7922,4.1297,1582.0195,58.2019
11,80,628,629,628,29.14,7.175483,-1.614992,1.8271,3.8565,1594.442,59.4442
11,81,624,625,624,29.49,7.157298,-1.624776,1.8421,4.1801,1602.0415,60.2042
11,82,619,620,619,29.73,7.137189,-1.637879,1.8432,4.5561,1600.7654,60.0765
11,83,616,617,616,29.38,7.167572,-1.623077,1.8375,4.6314,1591.292,59.1292
11,84,622,623,622,29.1,7.132842,-1.597962,1.832,4.5359,1586.3432,58.6343
11,85,619,620,619,28.59,7.269481,-1.592246,1.8283,4.4827,1582.9254,58.2925
11,86,610,611,610,28.69,7.391704,-1.599367,1.8593,4.5499,1597.8235,59.7823
11,87,606,607,606,28.71,7.420971,-1.599416,1.8688,4.4569,1600.3014,60.0301
11,88,606,607,606,28.05,7.594235,-1.584549,1.8687,4.3401,1600.1566,60.0157
11,89,596,597,596,28.02,7.71194,-1.578487,1.9019,4.343,1610.723,61.0723
11,90,589,590,589,28.35,7.697789,-1.601236,1.9025,4.7751,1609.8093,60.9809
11,91,594,595,594,27.78,7.70536,-1.582916,1.8722,4.8917,1592.3136,59.2314
11,92,588,589,588,28.23,7.65168,-1.591346,1.8914,4.7583,1598.6308,59.8631
11,93,581,582,581,28.57,7.627111,-1.604882,1.901,4.8239,1600.0745,60.0074
11,94,588,589,588,28.23,7.625692,-1.598285,1.8768,4.8921,1591.3886,59.1389
11,95,578,579,578,28.37,7.706143,-1.62802,1.8751,4.9827,1589.8072,58.9807
11,96,583,584,583,27.79,7.767688,-1.616102,1.8495,5.0113,1577.9865,57.7987
11,97,578,579,578,28.03,7.770793,-1.647673,1.8366,5.246,1573.4363,57.3436
11,98,573,574,573,27.92,7.891469,-1.693962,1.8048,5.3688,1563.0289,56.3029
11,99,572,573,572,28.32,7.819507,-1.698971,1.8185,5.2291,1570.1818,57.0182
11,100,568,569,568,28.35,7.844256,-1.70889,1.8158,5.3309,1567.4071,56.7407
12,13,1790,1790,1789,29.35,3.550085,-1.15366,1.2781,6.6224,1405.5683,40.5568
12,14,1728,1728,1727,29.07,3.671668,-1.15087,1.3074,5.7051,1433.3616,43.3362
12,15,1673,1673,1672,28.77,3.81571,-1.177551,1.3087,6.1706,1432.8925,43.2892
12,16,1595,1595,1594,28.73,3.92773,-1.206497,1.3125,6.7521,1428.3199,42.832
12,17,1538,1538,1537,29.41,3.956006,-1.229216,1.3407,7.1737,1454.4149,45.4415
12,18,1495,1495,1494,28.85,4.093395,-1.245508,1.3325,7.6789,1440.2787,44.0279
12,19,1453,1453,1452,28.86,4.147069,-1.255393,1.3399,7.2167,1440.801,44.0801
12,20,1428,1428,1427,28.87,4.178383,-1.257622,1.3486,7.2381,1445.0079,44.5008
12,21,1393,1393,1392,29.09,4.223536,-1.280611,1.3533,7.262,1446.5688,44.6569
12,22,1350,1350,1349,29.36,4.280317,-1.288645,1.3802,6.4148,1466.9267,46.6927
12,23,1324,1324,1323,29.48,4.35217,-1.298122,1.4014,6.2212,1486.1983,48.6198
12,24,1298,1298,1297,28.84,4.512164,-1.291095,1.4161,5.5617,1495.8687,49.5869
12,25,1265,1265,1264,29.43,4.486832,-1.316168,1.4217,5.4356,1495.0799,49.508
12,26,1228,1228,1227,29.42,4.604729,-1.347622,1.4244,5.3052,1495.2664,49.5266
12,27,1201,1201,1200,29.58,4.676988,-1.358957,1.4459,5.0641,1512.0122,51.2012
12,28,1173,1173,1172,29.86,4.744795,-1.379487,1.4645,5.4838,1526.74,52.674
12,29,1143,1143,1142,29.77,4.83642,-1.405412,1.4589,5.6487,1517.2427,51.7243
12,30,1121,1121,1120,29.29,4.949857,-1.412539,1.4512,5.6202,1504.8225,50.4822
12,31,1099,1099,1098,28.87,5.125404,-1.431437,1.4533,5.6812,1506.8006,50.6801
12,32,1081,1082,1081,29.23,5.123012,-1.429745,1.4801,5.8146,1525.1165,52.5116
12,33,1047,1048,1047,29.61,5.263375,-1.497831,1.4781,5.9974,1527.7448,52.7745
12,34,1032,1033,1032,29.46,5.341056,-1.50666,1.4803,5.9319,1526.8322,52.6832
12,35,1023,1024,1023,29.42,5.331158,-1.500049,1.4816,6.3325,1521.643,52.1643
12,36,996,997,996,29.52,5.391782,-1.515549,1.49,6.1169,1521.2686,52.1269
12,37,965,966,965,29.33,5.612391,-1.541613,1.5107,5.2414,1536.9267,53.6927
12,38,958,959,958,28.71,5.747513,-1.554541,1.4886,4.8241,1518.8149,51.8815
12,39,957,958,957,28.21,5.791609,-1.550768,1.4678,5.417,1498.3569,49.8357
12,40,952,953,952,28.15,5.799121,-1.545577,1.4701,5.6919,1496.99,49.699
12,41,942,943,942,28.34,5.768991,-1.548195,1.4739,5.8127,1495.289,49.5289
12,42,920,921,920,28.8,5.810555,-1.552438,1.5143,5.5164,1522.9503,52.295
12,43,903,904,903,28.57,6.000947,-1.535299,1.5635,4.7966,1557.9764,55.7976
12,44,887,888,887,28.52,6.066325,-1.536512,1.5755,4.9034,1560.6315,56.0631
12,45,877,878,877,28.16,6.229878,-1.532708,1.5936,4.4557,1573.1741,57.3174
12,46,872,873,872,27.64,6.356287,-1.541279,1.5751,4.5943,1559.318,55.9318
12,47,861,862,861,27.29,6.509516,-1.540477,1.5863,4.4022,1565.3974,56.5397
12,48,847,848,847,27.39,6.578827,-1.54307,1.6083,4.6928,1577.2997,57.73
12,49,842,843,842,27.79,6.414467,-1.552062,1.5906,4.9749,1557.3317,55.7332
12,50,831,832,831,27.92,6.443614,-1.577207,1.5823,5.5973,1550.1713,55.0171
12,51,828,829,828,27.29,6.499028,-1.558694,1.5653,5.9768,1530.4464,53.0446
12,52,822,823,822,27.37,6.563887,-1.568562,1.5771,5.8152,1540.4427,54.0443
12,53,804,805,804,27.11,6.743136,-1.592279,1.5754,5.7078,1536.928,53.6928
12,54,792,793,792,27.15,6.771217,-1.579248,1.5976,5.5876,1544.5858,54.4586
12,55,781,782,781,27.4,6.806969,-1.575122,1.6311,5.5305,1563.5975,56.3597
12,56,772,773,772,27.59,6.767416,-1.597641,1.614,5.44,1548.3784,54.8378
12,57,754,755,754,28.38,6.747646,-1.622944,1.6477,5.2043,1567.6066,56.7607
12,58,744,745,744,28.36,6.796732,-1.614581,1.6665,4.9243,1573.5391,57.3539
12,59,742,743,742,28.17,6.861442,-1.607769,1.6734,4.7619,1577.1004,57.71
12,60,721,722,721,28.43,6.932978,-1.615861,1.7046,4.5064,1587.4763,58.7476
12,61,712,713,712,28.37,6.914566,-1.600176,1.7115,4.5022,1580.6527,58.0653
12,62,703,704,703,28.59,6.951956,-1.620095,1.7181,4.5853,1584.0552,58.4055
12,63,698,699,698,28.8,6.924698,-1.606648,1.7431,4.5282,1593.3605,59.336
12,64,701,702,701,28.25,7.02578,-1.597932,1.7307,4.4205,1587.3446,58.7345
12,65,693,694,693,28.28,7.025059,-1.60264,1.7287,4.2932,1580.3994,58.0399
12,66,693,694,693,27.71,7.121462,-1.589358,1.7172,4.0723,1571.0522,57.1052
12,67,685,686,685,27.74,7.181112,-1.598445,1.7244,4.0582,1573.1808,57.3181
12,68,678,679,678,28.47,7.008479,-1.624272,1.717,4.2376,1564.8645,56.4864
12,69,673,674,673,28.08,7.143419,-1.625256,1.7163,4.3691,1563.4821,56.3482
12,70,665,666,665,28.12,7.193395,-1.626651,1.73,4.2811,1567.6255,56.7625
12,71,655,656,655,27.94,7.253987,-1.635892,1.7192,4.5271,1555.3386,55.5339
12,72,657,658,657,28.31,7.086952,-1.622773,1.7246,4.5003,1553.8471,55.3847
12,73,646,647,646,28.79,7.061199,-1.662388,1.7175,4.4144,1548.6844,54.8684
12,74,636,637,636,29.4,7.002479,-1.691261,1.7244,4.7865,1550.0874,55.0087
12,75,641,642,641,29.02,7.027247,-1.669419,1.7208,4.6518,1547.482,54.7482
12,76,626,627,626,29.23,7.167701,-1.65871,1.7851,4.272,1576.8807,57.6881
12,77,623,624,623,29.21,7.171172,-1.662679,1.78,4.4788,1571.9117,57.1912
12,78,623,624,623,29.21,7.19493,-1.661952,1.7867,4.5006,1576.5565,57.6556
12,79,615,616,615,29.92,7.079544,-1.646937,1.8351,4.52,1592.8064,59.2806
12,80,602,603,602,30.07,7.124247,-1.651549,1.8546,4.5349,1594.1864,59.4186
12,81,604,605,604,29.8,7.15697,-1.650825,1.8405,4.8679,1588.3046,58.8305
12,82,601,602,601,29.28,7.285816,-1.63578,1.8445,4.3291,1587.0974,58.7097
12,83,605,606,605,28.6,7.438839,-1.62695,1.831,4.4865,1584.0766,58.4077
12,84,606,607,606,28.22,7.520223,-1.608123,1.8383,4.5092,1586.4246,58.6425
12,85,599,600,599,28.71,7.495694,-1.644372,1.8362,4.5534,1587.1128,58.7113
12,86,587,588,587,28.79,7.589326,-1.665886,1.8419,4.5853,1586.2556,58.6256
12,87,578,579,578,28.72,7.726514,-1.655556,1.8804,4.359,1600.5121,60.0512
12,88,571,572,571,28.9,7.700871,-1.647877,1.8992,4.7973,1601.6054,60.1605
12,89,572,573,572,28.67,7.759391,-1.648733,1.8917,4.9202,1599.8571,59.9857
12,90,572,573,572,28.67,7.717675,-1.632326,1.9005,4.8502,1599.7097,59.971
12,91,561,562,561,28.88,7.809327,-1.676072,1.8917,4.9646,1596.3583,59.6358
12,92,559,560,559,28.8,7.856106,-1.661302,1.9129,4.931,1603.6347,60.3635
12,93,557,558,557,28.37,7.964148,-1.701402,1.8536,5.0996,1579.476,57.9476
12,94,562,563,562,28.65,7.843623,-1.702754,1.8495,5.1609,1580.0188,58.0019
12,95,558,559,558,29.03,7.780256,-1.736427,1.833,5.0663,1572.7765,57.2776
12,96,561,562,561,28.7,7.820774,-1.748991,1.7998,5.1396,1559.5484,55.9548
12,97,554,555,554,29.06,7.810503,-1.774558,1.8031,5.1085,1560.0897,56.009
12,98,554,555,554,29.06,7.758245,-1.776857,1.7887,5.3435,1550.7729,55.0773
12,99,552,553,552,29.17,7.766271,-1.787534,1.789,5.28,1551.4438,55.1444
12,100,550,551,550,28.36,7.965232,-1.768319,1.7835,5.1739,1545.8583,54.5858
13,14,1659,1659,1658,28.83,3.830238,-1.182326,1.3123,6.3819,1435.7093,43.5709
13,15,1582,1582,1581,28.97,3.923171,-1.215514,1.3163,6.8878,1431.7898,43.179
13,16,1519,1519,1518,29.78,3.939558,-1.237924,1.3494,7.678,1461.053,46.1053
13,17,1474,1474,1473,29.4,4.065928,-1.246013,1.3586,7.3214,1464.6932,46.4693
13,18,1430,1430,1429,29.18,4.15178,-1.263147,1.3544,6.9856,1452.9876,45.2988
13,19,1399,1399,1398,29.54,4.154306,-1.2859,1.3546,7.3195,1449.1171,44.9117
13,20,1367,1367,1366,29.65,4.219319,-1.294274,1.3739,6.7124,1465.0273,46.5027
13,21,1337,1337,1336,29.34,4.353216,-1.29095,1.4003,6.5343,1487.8042,48.7804
13,22,1310,1310,1309,29.26,4.42349,-1.298178,1.4093,6.4651,1492.0834,49.2083
13,23,1283,1283,1282,29.25,4.484188,-1.307487,1.418,5.9576,1495.6802,49.568
13,24,1238,1238,1237,29.35,4.582614,-1.341705,1.4186,5.6371,1490.8386,49.0839
13,25,1198,1198,1197,29.41,4.708255,-1.357602,1.4447,5.0759,1510.1318,51.0132
13,26,1178,1178,1177,29.65,4.733779,-1.366566,1.4601,5.3735,1520.5725,52.0572
13,27,1143,1143,1142,29.42,4.901845,-1.39526,1.4646,5.6668,1522.4409,52.2441
13,28,1118,1118,1117,29.81,4.892346,-1.433214,1.4499,5.974,1505.5111,50.5511
13,29,1097,1097,1096,29.47,5.005125,-1.439162,1.4532,5.7434,1504.1834,50.4183
13,30,1082,1082,1081,28.86,5.218509,-1.450091,1.4601,5.6246,1513.0544,51.3054
13,31,1061,1062,1061,29.41,5.234623,-1.47087,1.4825,5.855,1531.5207,53.1521
13,32,1032,1033,1032,29.55,5.343085,-1.520087,1.4747,5.7917,1524.5377,52.4538
13,33,1008,1009,1008,29.56,5.389372,-1.512811,1.4952,5.5239,1531.9371,53.1937
13,34,998,999,998,29.26,5.434244,-1.51279,1.4857,5.7284,1518.7693,51.8769
13,35,970,971,970,29.18,5.592928,-1.53548,1.5005,5.6781,1527.9235,52.7923
13,36,956,957,956,28.87,5.725963,-1.54904,1.5003,5.2547,1527.0187,52.7019
