ema_fast,ema_slow,total_trades,win_rate,avg_win,avg_loss,profit_factor,max_drawdown,final_equity,pnl_percent
1,2,9134,32.8,1.053194,-0.557689,0.9218,34.1638,732.2776,-26.7722
1,3,7714,31.66,1.150994,-0.568276,0.9385,25.7393,815.9117,-18.4088
1,4,6840,30.23,1.263005,-0.583819,0.9379,25.5291,827.0804,-17.292
1,5,6179,28.89,1.371827,-0.592158,0.9413,23.0783,847.3622,-15.2638
1,6,5679,27.72,1.505248,-0.598667,0.9643,19.6065,912.3305,-8.767
1,7,5240,26.53,1.647985,-0.602187,0.9883,17.6283,972.8828,-2.7117
1,8,4881,25.79,1.763117,-0.609031,1.0066,17.4085,1014.4642,1.4464
1,9,4636,25.19,1.848695,-0.613966,1.0144,18.0634,1030.6575,3.0658
1,10,4380,24.82,1.931238,-0.629625,1.0128,18.1201,1026.531,2.6531
1,11,4181,24.11,2.032158,-0.6339,1.0187,16.2927,1037.6843,3.7684
1,12,3959,23.79,2.132735,-0.647276,1.0288,17.0207,1056.2054,5.6205
1,13,3779,24.05,2.155941,-0.657629,1.0383,15.6371,1072.3542,7.2354
1,14,3643,23.69,2.236942,-0.661909,1.0491,14.4843,1090.375,9.0375
1,15,3489,23.02,2.373951,-0.674464,1.0523,14.3155,1094.6728,9.4673
1,16,3372,22.84,2.41103,-0.678219,1.0524,13.2118,1092.4464,9.2446
1,17,3266,22.08,2.518835,-0.677625,1.0535,12.3103,1092.2028,9.2203
1,18,3160,21.84,2.589636,-0.687953,1.052,11.1418,1088.2922,8.8292
1,19,3081,21.32,2.67276,-0.684609,1.0582,13.1596,1096.5116,9.6512
1,20,2973,20.62,2.808592,-0.674203,1.082,10.92,1130.5474,13.0547
1,21,2880,21.08,2.789136,-0.687861,1.0828,10.6468,1129.498,12.9498
1,22,2826,20.95,2.7998,-0.683597,1.0853,10.1555,1130.325,13.0325
1,23,2754,20.41,2.908322,-0.692995,1.076,10.1465,1115.4321,11.5432
1,24,2684,20.53,2.908347,-0.697974,1.0764,11.2018,1113.7209,11.3721
1,25,2614,20.12,3.000053,-0.713085,1.0598,11.7465,1089.1056,8.9106
1,26,2564,19.93,3.047515,-0.710232,1.068,12.5082,1099.1749,9.9175
1,27,2480,20.0,3.126462,-0.71222,1.0974,10.8627,1137.6807,13.7681
1,28,2436,19.99,3.170585,-0.717619,1.104,11.1082,1145.4345,14.5435
1,29,2389,20.01,3.188453,-0.716926,1.1124,10.6961,1154.0357,15.4036
1,30,2339,19.75,3.270801,-0.708771,1.1359,9.2269,1180.7467,18.0747
1,31,2301,19.99,3.23369,-0.714033,1.1316,9.4036,1172.962,17.2962
1,32,2247,19.8,3.314742,-0.734055,1.1151,11.1508,1152.2922,15.2292
1,33,2197,20.07,3.292415,-0.745641,1.1089,11.0724,1142.6095,14.2609
1,34,2150,19.81,3.397754,-0.749508,1.1202,11.2269,1155.2906,15.5291
1,35,2103,19.78,3.462898,-0.748528,1.1408,10.2931,1177.7987,17.7799
1,36,2085,19.52,3.508891,-0.745381,1.1418,10.5418,1177.3687,17.7369
1,37,2041,19.21,3.608481,-0.748607,1.1459,10.5975,1180.071,18.0071
1,38,1998,19.52,3.600049,-0.739369,1.1809,9.298,1215.1133,21.5113
1,39,1953,19.66,3.642158,-0.73671,1.21,9.21,1242.69,24.269
1,40,1918,19.71,3.663982,-0.745855,1.2058,9.2477,1236.369,23.6369
1,41,1886,19.83,3.692155,-0.743331,1.2286,8.0945,1256.9488,25.6949
1,42,1864,19.47,3.800662,-0.746317,1.2316,8.6698,1259.4176,25.9418
1,43,1830,19.67,3.843022,-0.757748,1.242,8.5904,1269.5985,26.9598
1,44,1805,19.83,3.835798,-0.757642,1.2526,8.2797,1276.9078,27.6908
1,45,1774,19.9,3.853988,-0.762246,1.256,8.2988,1277.3064,27.7306
1,46,1741,19.99,3.904471,-0.750599,1.2995,7.836,1313.172,31.3172
1,47,1732,19.8,3.916972,-0.748556,1.2922,7.9101,1303.7771,30.3777
1,48,1702,20.21,3.885236,-0.760325,1.2944,7.6546,1303.9996,30.4
1,49,1694,20.37,3.839089,-0.756124,1.2985,8.1489,1304.4741,30.4474
1,50,1680,20.6,3.824314,-0.767754,1.292,8.8075,1299.0288,29.9029
1,51,1640,20.73,3.863936,-0.757276,1.3345,7.1822,1329.2801,32.928
1,52,1612,20.78,3.902766,-0.758885,1.3491,7.4155,1338.3298,33.833
1,53,1577,20.67,4.009549,-0.7673,1.3617,7.1542,1347.2199,34.722
1,54,1563,20.41,4.061535,-0.782465,1.3311,7.1747,1322.2434,32.2243
1,55,1545,20.78,4.010985,-0.782806,1.3438,7.2263,1329.3717,32.9372
1,56,1515,20.79,4.074812,-0.777666,1.3766,7.0181,1351.1439,35.1144
1,57,1499,20.35,4.149478,-0.782357,1.3548,7.3662,1331.4562,33.1456
1,58,1493,20.16,4.179743,-0.787774,1.3398,7.8972,1319.0759,31.9076
1,59,1466,19.99,4.325898,-0.791552,1.3651,7.682,1338.9972,33.8997
1,60,1452,19.83,4.357338,-0.810521,1.3301,8.8019,1311.4674,31.1467
1,61,1439,20.15,4.321993,-0.80432,1.3562,8.3639,1329.2138,32.9214
1,62,1420,19.79,4.452908,-0.801928,1.3699,8.3133,1337.8708,33.7871
1,63,1407,19.62,4.510125,-0.804708,1.3677,7.9337,1334.6697,33.467
1,64,1394,19.73,4.502852,-0.798615,1.3856,8.4597,1344.6342,34.4634
1,65,1371,19.99,4.484698,-0.805572,1.3905,8.07,1345.0948,34.5095
1,66,1350,19.93,4.552593,-0.809826,1.3989,8.1063,1349.2255,34.9225
1,67,1325,19.55,4.729897,-0.812047,1.4152,8.0432,1359.4012,35.9401
1,68,1319,19.11,4.866814,-0.80843,1.4218,7.6749,1363.8425,36.3843
1,69,1301,19.14,4.916871,-0.808706,1.4391,6.7578,1373.542,37.3542
1,70,1280,19.3,4.908735,-0.803592,1.4606,6.9345,1382.3466,38.2347
1,71,1272,19.18,4.964796,-0.811891,1.4514,7.0917,1376.7858,37.6786
1,72,1266,18.72,5.113001,-0.815885,1.4434,7.1433,1372.2357,37.2236
1,73,1248,19.07,5.076506,-0.820783,1.4574,7.0575,1379.2181,37.9218
1,74,1245,19.12,5.064107,-0.822597,1.455,7.029,1376.9019,37.6902
1,75,1231,19.17,5.0839,-0.817665,1.4747,6.7643,1386.2238,38.6224
1,76,1217,19.23,5.143833,-0.824304,1.4855,6.5455,1393.3656,39.3366
1,77,1211,18.99,5.213359,-0.824168,1.4831,6.2413,1390.5636,39.0564
1,78,1194,19.18,5.231775,-0.81288,1.5273,5.6272,1413.6476,41.3648
1,79,1190,18.99,5.290738,-0.808505,1.5341,5.5657,1416.308,41.6308
1,80,1176,19.13,5.308822,-0.814662,1.5418,5.4205,1419.7409,41.9741
1,81,1163,18.83,5.442212,-0.818341,1.5428,5.3861,1419.3306,41.9331
1,82,1159,18.64,5.472098,-0.816292,1.5355,5.3339,1412.21,41.221
1,83,1147,18.74,5.510715,-0.812304,1.565,5.1529,1427.7364,42.7736
1,84,1142,18.65,5.525932,-0.815906,1.5528,5.2835,1419.0467,41.9047
1,85,1133,18.71,5.527632,-0.808542,1.5737,4.6327,1427.1911,42.7191
1,86,1134,18.61,5.53787,-0.808706,1.5654,5.0112,1422.0548,42.2055
1,87,1124,18.68,5.572366,-0.813759,1.5733,5.1469,1426.4214,42.6421
1,88,1114,18.67,5.558998,-0.821581,1.5534,5.1027,1411.9192,41.1919
1,89,1105,18.82,5.511589,-0.80879,1.5802,5.1138,1420.9256,42.0926
1,90,1099,18.65,5.588878,-0.813361,1.5756,5.108,1418.5756,41.8576
1,91,1089,18.55,5.658357,-0.81201,1.5869,5.1133,1422.7357,42.2736
1,92,1094,18.1,5.74701,-0.81209,1.5638,5.1094,1410.2752,41.0275
1,93,1083,18.1,5.775026,-0.806191,1.5829,5.0647,1416.8135,41.6814
1,94,1077,18.11,5.774114,-0.812201,1.5718,5.0476,1409.5909,40.9591
1,95,1065,18.5,5.702245,-0.801283,1.6151,4.7533,1427.8283,42.7828
1,96,1055,18.67,5.70235,-0.800339,1.6359,4.6608,1436.6723,43.6672
1,97,1035,19.03,5.687709,-0.80725,1.6563,4.9057,1444.0035,44.4003
1,98,1027,18.89,5.762666,-0.81027,1.6563,5.0565,1443.0024,44.3002
1,99,1022,18.59,5.839467,-0.815145,1.6359,5.0856,1431.2985,43.1299
1,100,1022,18.59,5.775908,-0.806192,1.6361,4.8875,1426.6708,42.6671
2,3,5693,29.62,1.436757,-0.648172,0.9329,25.8451,825.7947,-17.4205
2,4,4951,28.86,1.626445,-0.675977,0.9762,18.9624,943.3979,-5.6602
2,5,4467,27.94,1.800157,-0.694502,1.0049,16.352,1010.9936,1.0994
2,6,4045,27.07,1.955468,-0.717478,1.0117,14.7755,1024.6781,2.4678
2,7,3766,26.42,2.067793,-0.728417,1.0193,13.3529,1039.0109,3.9011
2,8,3520,25.77,2.220746,-0.74917,1.0289,14.4999,1056.6355,5.6635
2,9,3299,25.61,2.349261,-0.778458,1.0391,13.2121,1074.7894,7.4789
2,10,3090,25.4,2.46281,-0.801321,1.0467,11.9144,1086.2604,8.626
2,11,2915,25.01,2.599616,-0.810696,1.0694,10.9115,1122.9375,12.2938
2,12,2783,24.87,2.683561,-0.823776,1.0781,10.0104,1134.5092,13.4509
2,13,2665,24.88,2.778279,-0.837074,1.0997,9.7188,1167.0132,16.7013
2,14,2551,24.19,2.896108,-0.84717,1.0912,9.3475,1149.3184,14.9318
2,15,2448,23.12,3.073132,-0.857478,1.0784,10.3307,1126.4765,12.6477
2,16,2382,22.96,3.116881,-0.861264,1.0788,11.3544,1124.5135,12.4514
2,17,2310,22.81,3.162221,-0.859942,1.0869,11.3144,1133.214,13.3214
2,18,2236,22.99,3.162453,-0.861675,1.0955,11.098,1141.6963,14.1696
2,19,2163,22.61,3.301218,-0.862993,1.1174,10.3446,1169.6455,16.9646
2,20,2110,22.27,3.353034,-0.870218,1.1042,11.4225,1148.7686,14.8769
2,21,2074,21.7,3.419335,-0.871261,1.0875,11.4121,1123.7723,12.3772
2,22,2020,21.34,3.551035,-0.87234,1.1041,10.0691,1144.3475,14.4347
2,23,1986,21.15,3.578257,-0.874133,1.0979,9.9342,1133.9757,13.3976
2,24,1912,21.55,3.625818,-0.889472,1.1196,9.0462,1159.6291,15.9629
2,25,1844,21.75,3.698375,-0.903327,1.1377,7.9203,1179.547,17.9547
2,26,1805,21.77,3.68197,-0.910996,1.1249,8.889,1160.6877,16.0688
2,27,1758,21.79,3.756235,-0.91854,1.1391,8.8605,1175.6456,17.5646
2,28,1718,22.0,3.764059,-0.924725,1.1482,9.8015,1183.6823,18.3682
2,29,1676,22.14,3.806725,-0.929146,1.1647,9.2547,1199.7591,19.9759
2,30,1642,21.99,3.894467,-0.933725,1.1754,9.2583,1209.8006,20.9801
2,31,1600,21.81,3.994233,-0.937442,1.1887,9.5608,1221.247,22.1247
2,32,1549,22.08,4.050013,-0.957281,1.1988,9.644,1229.6656,22.9666
2,33,1516,22.03,4.139479,-0.969567,1.2064,9.1986,1236.5574,23.6557
2,34,1485,22.22,4.140449,-0.975209,1.2131,9.4586,1239.9813,23.9981
2,35,1459,22.34,4.165899,-0.971784,1.2335,9.0323,1257.0519,25.7052
2,36,1439,22.45,4.175716,-0.970604,1.2452,8.5745,1265.5622,26.5562
2,37,1402,22.75,4.230469,-0.980088,1.2714,8.36,1288.0843,28.8084
2,38,1390,22.59,4.255109,-0.982425,1.2639,8.2744,1279.0151,27.9015
2,39,1366,22.84,4.28753,-0.990321,1.2816,8.3226,1293.9113,29.3911
2,40,1340,22.99,4.302608,-0.986698,1.3014,8.1415,1306.931,30.6931
2,41,1322,22.92,4.297126,-0.988214,1.293,8.263,1295.0395,29.504
2,42,1298,22.65,4.388129,-0.988511,1.2999,7.5406,1297.6454,29.7645
2,43,1274,22.37,4.50173,-0.989259,1.3113,8.0858,1304.6161,30.4616
2,44,1260,22.46,4.495211,-0.979645,1.3291,7.4623,1315.0314,31.5031
2,45,1234,22.77,4.495523,-0.988299,1.3412,7.9224,1321.3932,32.1393
2,46,1206,22.64,4.602232,-0.989198,1.3613,8.334,1333.488,33.3488
2,47,1188,22.64,4.662602,-0.998138,1.3673,8.2172,1336.9507,33.6951
2,48,1154,22.88,4.706651,-1.011626,1.3801,7.8906,1342.2088,34.2209
2,49,1137,22.96,4.744932,-1.022289,1.3845,7.8901,1343.9245,34.3924
2,50,1126,22.65,4.807422,-1.027975,1.3707,7.6698,1331.554,33.1554
2,51,1121,22.48,4.835021,-1.019488,1.3769,7.5244,1333.5095,33.351
2,52,1107,22.85,4.824474,-1.01706,1.4069,6.7538,1353.0397,35.304
2,53,1091,23.01,4.866085,-1.035228,1.4046,6.9807,1351.7959,35.1796
2,54,1086,22.93,4.885411,-1.045252,1.3904,7.7198,1341.5914,34.1591
2,55,1066,23.17,4.935988,-1.052464,1.4144,7.3637,1357.2211,35.7221
2,56,1057,22.89,5.034108,-1.066573,1.4015,8.0586,1348.9971,34.8997
2,57,1047,22.35,5.192534,-1.053617,1.4185,7.4688,1358.4624,35.8462
2,58,1040,21.92,5.294704,-1.050221,1.4156,7.6886,1354.4133,35.4413
2,59,1025,21.85,5.350537,-1.052973,1.421,7.7906,1355.0889,35.5089
2,60,1017,21.83,5.378457,-1.042096,1.4412,6.9918,1365.5514,36.5551
2,61,998,22.04,5.411832,-1.049086,1.4587,7.1925,1374.4141,37.4414
2,62,980,21.73,5.582722,-1.059185,1.4637,7.3078,1376.7247,37.6725
2,63,972,21.71,5.595915,-1.058107,1.4664,7.5198,1375.5183,37.5518
2,64,965,21.55,5.670221,-1.056676,1.4744,7.147,1379.5021,37.9502
2,65,942,21.66,5.788697,-1.072878,1.4914,7.1049,1389.1101,38.911
2,66,939,21.51,5.850893,-1.079707,1.4853,7.4948,1386.1361,38.6136
2,67,929,21.1,5.997966,-1.088226,1.4738,7.0982,1377.9318,37.7932
2,68,919,21.22,6.032016,-1.102517,1.4736,6.7918,1378.0211,37.8021
2,69,912,21.27,6.026135,-1.099774,1.4805,6.3338,1379.4324,37.9432
2,70,905,21.22,6.057335,-1.078944,1.5118,5.6435,1393.721,39.3721
2,71,902,20.51,6.269991,-1.068065,1.5147,5.5891,1394.1455,39.4146
2,72,886,20.65,6.326138,-1.068145,1.5417,5.6001,1406.7775,40.6778
2,73,885,20.68,6.247888,-1.064785,1.5296,5.9651,1395.8843,39.5884
2,74,878,20.73,6.266655,-1.07143,1.5294,6.1736,1394.8157,39.4816
2,75,871,20.55,6.341265,-1.060659,1.5465,5.9391,1401.1102,40.111
2,76,865,20.35,6.42056,-1.052871,1.5577,5.4374,1404.5905,40.459
2,77,854,20.61,6.356123,-1.065513,1.5485,5.159,1396.2599,39.626
2,78,842,20.9,6.42577,-1.08456,1.5657,5.1319,1408.6187,40.8619
2,79,840,20.6,6.554616,-1.081687,1.5717,4.895,1412.4632,41.2463
2,80,829,20.63,6.590183,-1.073575,1.5953,4.8894,1420.5086,42.0509
2,81,812,20.94,6.658525,-1.062463,1.6595,4.8215,1449.8479,44.9848
2,82,803,21.17,6.652407,-1.063984,1.6791,4.744,1457.4075,45.7408
2,83,796,21.36,6.619139,-1.048672,1.7141,4.8049,1468.785,46.8785
2,84,796,21.11,6.689498,-1.047642,1.7082,5.0089,1465.9163,46.5916
2,85,787,20.97,6.727012,-1.044791,1.708,4.9642,1460.0969,46.0097
2,86,776,21.26,6.713825,-1.045617,1.734,4.7507,1468.9094,46.8909
2,87,764,21.47,6.735541,-1.04603,1.76,4.8168,1477.0106,47.7011
2,88,760,21.84,6.644122,-1.063426,1.746,4.9073,1471.2493,47.1249
2,89,749,21.5,6.825573,-1.061738,1.7602,4.7032,1474.6156,47.4616
2,90,749,21.63,6.691754,-1.061233,1.7402,4.7669,1461.1205,46.1121
2,91,739,21.38,6.818348,-1.0877,1.7047,4.6454,1445.3452,44.5345
2,92,738,20.87,6.956964,-1.079648,1.6992,4.8031,1440.8583,44.0858
2,93,723,21.3,6.916476,-1.084125,1.7267,4.694,1448.2699,44.827
2,94,724,20.99,6.934881,-1.06739,1.7265,4.8883,1443.5546,44.3555
2,95,719,20.72,7.015963,-1.065371,1.7215,4.9351,1438.1169,43.8117
2,96,715,20.56,7.008928,-1.081666,1.677,5.1169,1415.9263,41.5926
2,97,711,20.68,6.989637,-1.06489,1.7108,4.9812,1426.8786,42.6879
2,98,700,21.29,6.876577,-1.078288,1.7245,4.984,1430.4732,43.0473
2,99,703,20.77,6.99922,-1.071995,1.7114,4.978,1424.7851,42.4785
2,100,701,20.54,7.089756,-1.080192,1.6968,5.1918,1419.2582,41.9258
3,4,4083,28.24,1.896526,-0.739533,1.0092,15.4023,1019.8628,1.9863
3,5,3630,27.69,2.072336,-0.768169,1.0329,12.3393,1066.2545,6.6255
3,6,3307,27.21,2.237124,-0.799066,1.0468,10.3018,1090.0595,9.006
3,7,3073,26.94,2.371224,-0.82385,1.0615,10.5526,1113.8298,11.383
3,8,2862,26.59,2.527779,-0.858566,1.0664,12.6808,1119.7925,11.9793
3,9,2675,26.62,2.642666,-0.876639,1.0934,11.147,1160.7362,16.0736
3,10,2522,26.25,2.782771,-0.898917,1.1024,10.3419,1171.1068,17.1107
3,11,2411,25.34,2.937949,-0.918142,1.0868,10.8192,1143.3493,14.3349
3,12,2286,25.33,3.008978,-0.935074,1.0921,9.6959,1146.9619,14.6962
3,13,2178,24.89,3.09988,-0.943009,1.0897,11.9479,1138.3144,13.8314
3,14,2070,24.78,3.200197,-0.969899,1.0871,12.1993,1131.5684,13.1568
3,15,1978,24.52,3.338651,-0.976801,1.1103,10.5233,1160.8814,16.0881
3,16,1931,24.29,3.397949,-0.96708,1.1271,10.5424,1179.767,17.9767
3,17,1873,24.19,3.467243,-0.983249,1.1249,10.5945,1174.4472,17.4447
3,18,1834,23.66,3.520912,-0.983389,1.1107,11.6266,1152.3142,15.2314
3,19,1772,23.93,3.527284,-1.008441,1.101,10.5074,1137.198,13.7198
3,20,1739,23.46,3.654805,-1.016285,1.1032,11.2741,1139.5007,13.9501
3,21,1695,23.48,3.677592,-1.015658,1.1111,10.6405,1146.3726,14.6373
3,22,1637,23.76,3.710355,-1.025233,1.128,9.8516,1163.8373,16.3837
3,23,1585,23.03,3.903677,-1.021423,1.1434,9.4027,1178.706,17.8706
3,24,1550,23.23,3.92078,-1.035243,1.1457,9.7864,1179.5421,17.9542
3,25,1507,23.36,3.984022,-1.049613,1.1568,9.6183,1190.0727,19.0073
3,26,1480,23.24,4.081562,-1.070493,1.1546,9.9796,1187.9768,18.7977
3,27,1443,23.15,4.17814,-1.063258,1.1835,9.2015,1216.3458,21.6346
3,28,1409,23.28,4.226422,-1.085386,1.1815,10.4469,1212.964,21.2964
3,29,1365,23.44,4.291901,-1.099456,1.1954,10.4693,1224.4766,22.4477
3,30,1323,23.58,4.378149,-1.108765,1.2186,10.0047,1245.0206,24.5021
3,31,1287,24.24,4.336316,-1.113009,1.2467,8.4398,1267.7463,26.7746
3,32,1270,24.65,4.272094,-1.128543,1.2381,8.5428,1257.1497,25.715
3,33,1238,24.8,4.299845,-1.133433,1.251,7.7717,1264.8264,26.4826
3,34,1220,24.59,4.404964,-1.126198,1.2754,7.3222,1285.3873,28.5387
3,35,1189,24.89,4.461422,-1.125411,1.314,7.2797,1315.5888,31.5589
3,36,1167,24.94,4.508454,-1.130244,1.3251,7.2119,1321.8667,32.1867
3,37,1154,24.7,4.542465,-1.115076,1.336,6.202,1325.6011,32.5601
3,38,1137,24.19,4.63096,-1.12493,1.3133,6.6695,1303.8239,30.3824
3,39,1121,23.73,4.749864,-1.123073,1.3158,6.4121,1303.2366,30.3237
3,40,1099,24.2,4.727411,-1.125824,1.3409,6.285,1319.6803,31.968
3,41,1081,24.42,4.737032,-1.139821,1.3429,6.0642,1319.3426,31.9343
3,42,1065,24.41,4.776495,-1.134204,1.3602,6.209,1328.8543,32.8854
3,43,1053,24.5,4.782739,-1.118308,1.3879,5.5657,1344.892,34.4892
3,44,1026,24.85,4.8255,-1.149551,1.3884,5.639,1344.1988,34.4199
3,45,1012,25.0,4.832612,-1.145265,1.4065,5.4817,1353.3944,35.3394
3,46,989,24.77,4.939161,-1.148535,1.4161,5.4202,1355.5847,35.5585
3,47,973,24.56,5.046737,-1.154892,1.4229,5.329,1358.4797,35.848
3,48,960,24.48,5.126536,-1.159879,1.4327,5.3534,1363.8235,36.3823
3,49,943,24.39,5.204104,-1.185365,1.4162,5.7679,1351.7786,35.1779
3,50,936,24.36,5.263671,-1.19318,1.4206,6.1638,1355.3455,35.5345
3,51,931,24.27,5.303987,-1.192934,1.4253,5.7818,1357.6825,35.7683
3,52,924,23.92,5.405658,-1.179543,1.4407,5.4111,1365.4313,36.5431
3,53,911,23.93,5.451982,-1.193238,1.4373,5.7711,1361.6182,36.1618
3,54,896,24.0,5.50122,-1.201096,1.446,5.938,1364.8158,36.4816
3,55,884,23.76,5.616491,-1.203716,1.4538,5.861,1368.1584,36.8158
3,56,880,23.64,5.660882,-1.207413,1.4512,6.2862,1366.0816,36.6082
3,57,874,23.0,5.795886,-1.213597,1.4264,7.0788,1348.2223,34.8222
3,58,856,23.36,5.796847,-1.210191,1.4604,7.4776,1365.4841,36.5484
3,59,846,22.93,5.918123,-1.204527,1.4619,7.319,1362.764,36.2764
3,60,833,22.33,6.188815,-1.195109,1.4887,6.6313,1377.8842,37.7884
3,61,813,22.14,6.381744,-1.208815,1.5012,6.6144,1383.534,38.3534
3,62,800,22.25,6.436279,-1.212954,1.5185,6.5676,1391.2,39.12
3,63,784,22.7,6.447514,-1.218582,1.5541,5.686,1409.197,40.9197
3,64,780,22.31,6.633875,-1.222177,1.5585,5.2341,1413.6547,41.3655
3,65,786,22.26,6.58016,-1.213288,1.5534,4.8927,1410.209,41.0209
3,66,789,22.05,6.610696,-1.210514,1.5451,5.589,1405.7948,40.5795
3,67,774,21.96,6.758172,-1.233947,1.5415,5.8873,1403.5851,40.3585
3,68,756,22.09,6.825886,-1.25532,1.5417,6.1738,1400.5392,40.0539
3,69,755,21.72,6.949748,-1.217578,1.5839,6.168,1420.1702,42.017
3,70,747,21.69,6.961611,-1.221705,1.578,6.0482,1413.0838,41.3084
3,71,740,21.76,6.99022,-1.222245,1.5903,6.0755,1417.7458,41.7746
3,72,731,22.3,6.93847,-1.222782,1.6284,5.0672,1436.4304,43.643
3,73,725,22.34,6.934197,-1.222212,1.6325,5.2358,1435.2346,43.5235
3,74,714,22.69,6.868909,-1.202088,1.677,4.7157,1449.2108,44.9211
3,75,700,22.86,6.973948,-1.202522,1.7184,4.2191,1466.47,46.647
3,76,695,22.73,6.974994,-1.194091,1.7187,4.1209,1460.8222,46.0822
3,77,687,23.14,6.920625,-1.209285,1.7234,4.7529,1461.8767,46.1877
3,78,681,23.35,6.902522,-1.203393,1.7471,4.1919,1469.3298,46.933
3,79,676,23.52,6.848193,-1.206237,1.746,4.2119,1465.238,46.5238
3,80,674,23.29,6.842008,-1.199008,1.7329,4.1709,1454.3081,45.4308
3,81,667,23.24,6.927743,-1.200651,1.7468,4.2944,1459.067,45.9067
3,82,657,23.29,7.029904,-1.218925,1.7508,4.6259,1461.2369,46.1237
3,83,656,22.71,7.133496,-1.217457,1.722,4.6498,1445.64,44.564
3,84,650,22.77,7.163425,-1.21674,1.7357,4.6056,1449.3834,44.9383
3,85,638,23.04,7.181673,-1.234183,1.7421,4.826,1449.7219,44.9722
3,86,631,23.14,7.241216,-1.242785,1.754,4.7823,1454.467,45.4467
3,87,626,23.16,7.275765,-1.24164,1.7665,4.916,1457.7572,45.7757
3,88,631,22.82,7.299195,-1.230057,1.7546,4.944,1452.0464,45.2046
3,89,620,23.06,7.271036,-1.261656,1.7277,4.7281,1437.9485,43.7949
3,90,606,23.1,7.347291,-1.248698,1.7677,4.5913,1446.7275,44.6727
3,91,611,22.26,7.470557,-1.250651,1.7103,4.8387,1421.9364,42.1936
3,92,599,22.37,7.538566,-1.232892,1.762,4.6452,1436.873,43.6873
3,93,595,22.18,7.642372,-1.243232,1.7525,4.7837,1433.1769,43.3177
3,94,592,22.3,7.618123,-1.24619,1.7542,4.7347,1432.345,43.2345
3,95,585,22.74,7.54923,-1.243979,1.7857,4.615,1441.7691,44.1769
3,96,588,22.45,7.53551,-1.238933,1.7607,4.6987,1429.734,42.9734
3,97,594,22.22,7.505691,-1.229286,1.7445,4.9131,1422.8209,42.2821
3,98,592,22.47,7.424504,-1.213503,1.7728,4.7055,1430.461,43.0461
3,99,586,22.53,7.459637,-1.220904,1.7765,4.6775,1430.3817,43.0382
3,100,578,22.66,7.530201,-1.237424,1.7834,4.4361,1433.3278,43.3328
4,5,3145,27.63,2.300373,-0.830175,1.058,9.4588,1109.5446,10.9545
4,6,2879,27.37,2.466535,-0.865027,1.0746,11.0019,1134.8582,13.4858
4,7,2624,27.55,2.614221,-0.908657,1.0942,11.9765,1162.7241,16.2724
4,8,2450,27.59,2.726581,-0.936504,1.1094,11.3183,1181.8111,18.1811
4,9,2295,27.36,2.887316,-0.969757,1.1223,10.8541,1197.6185,19.7619
4,10,2184,26.65,3.011936,-0.978763,1.1187,9.7361,1185.9476,18.5948
4,11,2069,25.71,3.155563,-0.995057,1.0984,11.8561,1150.3519,15.0352
4,12,1956,25.46,3.32862,-1.001639,1.1351,10.1094,1197.2637,19.7264
4,13,1866,25.46,3.43419,-1.042807,1.1246,9.1429,1180.6963,18.0696
4,14,1777,25.6,3.505726,-1.070932,1.1267,10.5191,1179.3336,17.9334
4,15,1732,25.4,3.555971,-1.064635,1.1375,10.0658,1189.1186,18.9119
4,16,1688,25.3,3.527258,-1.07367,1.1124,11.8131,1152.2412,15.2241
4,17,1632,25.92,3.509662,-1.100389,1.1159,10.1352,1154.2168,15.4217
4,18,1593,25.36,3.621402,-1.097895,1.1208,8.8354,1157.65,15.765
4,19,1547,24.82,3.758738,-1.096837,1.1315,9.1016,1167.734,16.7734
4,20,1501,25.05,3.78454,-1.089242,1.1612,8.3851,1197.5895,19.7589
4,21,1465,24.78,3.881503,-1.104292,1.1578,9.0216,1192.056,19.2056
4,22,1437,24.22,4.025943,-1.108209,1.1609,9.4288,1194.1887,19.4189
4,23,1403,24.31,4.062541,-1.126114,1.1584,9.3982,1189.3929,18.9393
4,24,1351,24.87,4.119175,-1.144328,1.1916,9.4231,1222.5502,22.255
4,25,1318,25.11,4.136163,-1.163143,1.1925,8.8086,1221.0475,22.1048
4,26,1272,25.31,4.186878,-1.181276,1.2014,8.5389,1225.9625,22.5963
4,27,1224,25.74,4.234283,-1.196712,1.2261,7.5949,1245.9882,24.5988
4,28,1199,25.6,4.313229,-1.203772,1.2332,7.6936,1250.3963,25.0396
4,29,1185,25.4,4.346937,-1.212854,1.2204,8.0861,1236.2649,23.6265
4,30,1151,25.72,4.428578,-1.245631,1.2308,7.0248,1245.8448,24.5845
4,31,1122,25.4,4.533336,-1.240083,1.2448,6.8219,1254.0512,25.4051
4,32,1095,25.66,4.55768,-1.230717,1.2784,5.812,1278.9045,27.8905
4,33,1067,26.24,4.50853,-1.23125,1.3028,4.5168,1293.3943,29.3394
4,34,1045,25.84,4.676178,-1.228147,1.3265,4.5889,1310.7546,31.0755
4,35,1031,25.7,4.733944,-1.227255,1.3345,5.1868,1314.418,31.4418
4,36,1019,25.32,4.797012,-1.211074,1.3429,5.1748,1316.002,31.6002
4,37,1004,24.9,4.969685,-1.203564,1.3691,5.1816,1334.9342,33.4934
4,38,986,25.35,4.940948,-1.212127,1.3846,5.501,1343.1118,34.3112
4,39,963,25.55,4.965043,-1.232782,1.3818,5.479,1337.4961,33.7496
